gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
8408-8408_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=8408,LPL,2022,Spring,0,2022-01-13 12:25:17,2,12.01,5,Blue,sup,ON,oe:player:90651ebea9a35ec4e018c8157492e17,Weibo Gaming,oe:team:606c6ac695907af3823ee6405c58ff1,Rakan,Caitlyn,LeBlanc,Jinx,Jayce,Akshan,1519,1,0,0,16,17,4,,,,,,0,,,0.6715,0.8295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5478,216.3792,0.118221,302.1330,,70,2.7650,22,0.8690,9,129,5.0955,7706,4332,171.1126,0.114888,6625,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8408-8408_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=8408,LPL,2022,Spring,0,2022-01-13 12:25:17,2,12.01,6,Red,top,Biubiu,oe:player:445af96e9e883e18105c9c6072d97a1,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Sion,Twisted Fate,Zoe,Jarvan IV,Syndra,Gwen,1519,0,0,2,2,4,17,,,,,,0,,,0.1580,0.8295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5194,205.1613,0.194773,557.1429,,11,0.4345,5,0.1975,4,23,0.9085,7829,4455,175.9710,0.212945,7495,,,,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8408-8408_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=8408,LPL,2022,Spring,0,2022-01-13 12:25:17,2,12.01,7,Red,jng,View,oe:player:4351cfebe4b61d8aa5efa1d02071000,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Xin Zhao,Twisted Fate,Zoe,Jarvan IV,Syndra,Gwen,1519,0,2,4,1,4,17,,,,,,0,,,0.1580,0.8295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4524,178.6965,0.169677,783.5550,,8,0.3160,12,0.4740,6,36,1.4220,7480,4106,162.1856,0.196262,7190,,,,112,91,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8408-8408_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=8408,LPL,2022,Spring,0,2022-01-13 12:25:17,2,12.01,8,Red,mid,Shanks,oe:player:0e2f0d3ded24c190dd6a4b3d6f89f04,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Corki,Twisted Fate,Zoe,Jarvan IV,Syndra,Gwen,1519,0,0,2,3,4,17,,,,,,0,,,0.1580,0.8295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8849,349.5326,0.331853,319.7103,,13,0.5135,4,0.1580,5,17,0.6715,9219,5845,230.8756,0.279391,8934,,,,6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8408-8408_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=8408,LPL,2022,Spring,0,2022-01-13 12:25:17,2,12.01,9,Red,bot,Stay,oe:player:467ffafc4dfede41aaab8e7159b87b2,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Jhin,Twisted Fate,Zoe,Jarvan IV,Syndra,Gwen,1519,0,2,4,0,4,17,,,,,,0,,,0.1580,0.8295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5402,213.3772,0.202604,378.2093,,11,0.4345,10,0.3950,5,26,1.0270,8175,4801,189.6379,0.229485,8085,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8408-8408_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=8408,LPL,2022,Spring,0,2022-01-13 12:25:17,2,12.01,10,Red,sup,Kedaya,oe:player:62d1d2c0621eeca66249a9c7d8ee4f1,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Sona,Twisted Fate,Zoe,Jarvan IV,Syndra,Gwen,1519,0,0,5,3,4,17,,,,,,0,,,0.1580,0.8295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2696,106.4911,0.101093,385.5563,,35,1.3825,12,0.4740,10,51,2.0145,5088,1714,67.7024,0.0819171,4770,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8408-8408_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=8408,LPL,2022,Spring,0,2022-01-13 12:25:17,2,12.01,100,Blue,team,,,Weibo Gaming,oe:team:606c6ac695907af3823ee6405c58ff1,,Caitlyn,LeBlanc,Jinx,Jayce,Akshan,1519,1,17,4,35,17,4,,,,,1,,,,0.6715,0.8295,,4,0,,,,,,,,,4,,,,,,,1,0,,10,0,,,,,1,0,46338,1830.3357,,2202.1856,,107,4.2265,41,1.6195,26,232,9.1639,54575,37703,1489.2561,,44715,0.203008,,,230,104,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8408-8408_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=8408,LPL,2022,Spring,0,2022-01-13 12:25:17,2,12.01,200,Red,team,,,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,,Twisted Fate,Zoe,Jarvan IV,Syndra,Gwen,1519,0,4,17,9,4,17,,,,,0,,,,0.1580,0.8295,,0,4,,,,,,,,,0,,,,,,,0,1,,0,10,,,,,0,1,26664,1053.2192,,2424.1738,,78,3.0810,43,1.6985,30,153,6.0434,37791,20919,826.2936,,36474,-0.203008,,,122,98,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2701333,complete,,LCK,2022,Spring,0,2022-01-13 12:51:51,2,12.01,1,Blue,top,Rascal,oe:player:9daf04bfd9c8815cc827414f59f45af,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Camille,Yuumi,Caitlyn,LeBlanc,Syndra,Corki,1450,0,1,4,3,11,17,0,0,0,0,0,0,0,0,0.4552,1.1586,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,1,7981,330.2483,0.214543,750.2069,481.7379,8,0.3310,7,0.2897,3,28,1.1586,7968,4734,195.8897,0.191923,7275,,177,177,0,,,7.3241,3182,4279,66,3402,4041,75,-220,238,-9,1,0,1,0,1,1,5004,7212,119,6046,6927,135,-1042,285,-16,1,1,1,0,1,2
ESPORTSTMNT01_2701333,complete,,LCK,2022,Spring,0,2022-01-13 12:51:51,2,12.01,2,Blue,jng,Cuzz,oe:player:f9fe6d28d5b67bf9ac673b2cc8edf15,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Lee Sin,Yuumi,Caitlyn,LeBlanc,Syndra,Corki,1450,0,3,4,3,11,17,0,0,0,0,0,0,0,1,0.4552,1.1586,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,0,0,6957,287.8759,0.187016,922.6345,636.6207,9,0.3724,9,0.3724,6,27,1.1172,7643,4409,182.4414,0.178746,7775,,131,16,115,,,5.4207,3758,3656,66,3398,3472,55,360,184,11,2,2,1,1,2,1,5073,5605,97,4948,5349,83,125,256,14,2,2,1,1,2,1
ESPORTSTMNT01_2701333,complete,,LCK,2022,Spring,0,2022-01-13 12:51:51,2,12.01,3,Blue,mid,Aria,oe:player:2e82913920d8a6d0efa480bc35f1ba8,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Vex,Yuumi,Caitlyn,LeBlanc,Syndra,Corki,1450,0,4,3,3,11,17,0,0,0,0,0,0,0,0,0.4552,1.1586,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,9076,375.5586,0.243979,393.4759,291.5586,18,0.7448,3,0.1241,8,34,1.4069,10590,7356,304.3862,0.298234,7950,,199,199,0,,,8.2345,3082,4415,70,3986,5338,95,-904,-923,-25,0,2,1,2,0,1,5153,7196,125,6120,8368,158,-967,-1172,-33,1,2,1,2,0,1
ESPORTSTMNT01_2701333,complete,,LCK,2022,Spring,0,2022-01-13 12:51:51,2,12.01,4,Blue,bot,Aiming,oe:player:85104684d1eb7f4c0ce393441a0b669,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Jhin,Yuumi,Caitlyn,LeBlanc,Syndra,Corki,1450,0,3,1,2,11,17,0,0,0,0,0,0,0,0,0.4552,1.1586,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,10575,437.5862,0.284274,439.6552,188.8966,7,0.2897,8,0.3310,3,25,1.0345,9250,6016,248.9379,0.243903,8850,,221,209,12,,,9.1448,3662,2752,66,3624,2912,66,38,-160,0,2,1,0,1,2,1,5607,5336,127,6175,5103,119,-568,233,8,2,1,0,1,2,1
ESPORTSTMNT01_2701333,complete,,LCK,2022,Spring,0,2022-01-13 12:51:51,2,12.01,5,Blue,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Rakan,Yuumi,Caitlyn,LeBlanc,Syndra,Corki,1450,0,0,5,7,11,17,0,0,0,0,0,0,0,0,0.4552,1.1586,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,2611,108.0414,0.0701882,452.3586,395.1724,28,1.1586,7,0.2897,9,57,2.3586,5385,2151,89.0069,0.0871939,4775,,32,32,0,,,1.3241,2281,2195,12,3187,2478,8,-906,-283,4,0,3,2,1,1,1,3265,3685,22,4925,3659,12,-1660,26,10,0,4,2,1,1,1
ESPORTSTMNT01_2701333,complete,,LCK,2022,Spring,0,2022-01-13 12:51:51,2,12.01,6,Red,top,Hoya,oe:player:97d92928ff03df16cb00b686dbecdf9,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Graves,Renekton,Twisted Fate,Xin Zhao,Kennen,Diana,1450,1,2,4,5,17,11,1,0,0,0,0,0,0,0,0.7034,1.1586,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,10640,440.2759,0.197289,520.8828,466.9655,11,0.4552,6,0.2483,9,30,1.2414,10188,6954,287.7517,0.210754,10175,,205,181,24,,,8.4828,3402,4041,75,3182,4279,66,220,-238,9,0,1,1,1,0,1,6046,6927,135,5004,7212,119,1042,-285,16,0,1,2,1,1,1
ESPORTSTMNT01_2701333,complete,,LCK,2022,Spring,0,2022-01-13 12:51:51,2,12.01,7,Red,jng,Canyon,oe:player:92544d7a994bd6841cccd9f6e42e3de,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Jarvan IV,Renekton,Twisted Fate,Xin Zhao,Kennen,Diana,1450,1,3,1,10,17,11,0,0,0,0,1,0,1,0,0.7034,1.1586,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,0,0,5742,237.6000,0.106469,695.3379,678.0000,13,0.5379,3,0.1241,9,22,0.9103,8921,5687,235.3241,0.172352,7250,,122,18,104,,,5.0483,3398,3472,55,3758,3656,66,-360,-184,-11,1,2,1,2,2,1,4948,5349,83,5073,5605,97,-125,-256,-14,1,2,1,2,2,1
ESPORTSTMNT01_2701333,complete,,LCK,2022,Spring,0,2022-01-13 12:51:51,2,12.01,8,Red,mid,ShowMaker,oe:player:5f8ff49cd56eae61d635966b183a451,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Viktor,Renekton,Twisted Fate,Xin Zhao,Kennen,Diana,1450,1,5,2,7,17,11,0,0,0,0,0,0,0,0,0.7034,1.1586,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,17777,735.6000,0.329625,333.6414,357.3931,14,0.5793,3,0.1241,6,26,1.0759,10611,7377,305.2552,0.223574,10150,,209,201,8,,,8.6483,3986,5338,95,3082,4415,70,904,923,25,2,0,1,0,2,1,6120,8368,158,5153,7196,125,967,1172,33,2,0,1,1,2,1
ESPORTSTMNT01_2701333,complete,,LCK,2022,Spring,0,2022-01-13 12:51:51,2,12.01,9,Red,bot,deokdam,oe:player:18bdb3898e7fecb3bb0be7ff075d509,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Aphelios,Renekton,Twisted Fate,Xin Zhao,Kennen,Diana,1450,1,6,2,7,17,11,1,0,0,0,1,0,1,0,0.7034,1.1586,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,13363,552.9517,0.24778,457.6966,360.0414,11,0.4552,4,0.1655,4,25,1.0345,12033,8799,364.0966,0.266674,11750,,210,197,13,,,8.6897,3624,2912,66,3662,2752,66,-38,160,0,1,2,1,2,1,0,6175,5103,119,5607,5336,127,568,-233,-8,1,2,1,2,1,0
ESPORTSTMNT01_2701333,complete,,LCK,2022,Spring,0,2022-01-13 12:51:51,2,12.01,10,Red,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Karma,Renekton,Twisted Fate,Xin Zhao,Kennen,Diana,1450,1,1,2,8,17,11,0,0,0,0,1,1,0,0,0.7034,1.1586,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,6409,265.2000,0.118837,297.1448,167.1310,38,1.5724,9,0.3724,14,64,2.6483,7413,4179,172.9241,0.126646,7450,,20,20,0,,,0.8276,3187,2478,8,2281,2195,12,906,283,-4,1,1,1,0,3,2,4925,3659,12,3265,3685,22,1660,-26,-10,1,1,1,0,4,2
ESPORTSTMNT01_2701333,complete,,LCK,2022,Spring,0,2022-01-13 12:51:51,2,12.01,100,Blue,team,,,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,,Yuumi,Caitlyn,LeBlanc,Syndra,Corki,1450,0,11,17,18,11,17,0,0,0,0,0,,,,0.4552,1.1586,1,2,1,2,1,0,0,0,1,0,1,,0,0,0,0,2,0,0,1,0,2,9,0,0,1,11,0,1,37200,1539.3103,,2958.3310,1993.9862,70,2.8966,34,1.4069,29,171,7.0759,40836,24664,1020.5793,,36625,-0.243405,,633,127,,,31.4483,15965,17297,280,17597,18241,299,-1632,-944,-19,5,8,5,5,6,5,24102,29034,490,28214,29406,507,-4112,-372,-17,6,10,5,5,6,6
ESPORTSTMNT01_2701333,complete,,LCK,2022,Spring,0,2022-01-13 12:51:51,2,12.01,200,Red,team,,,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,,Renekton,Twisted Fate,Xin Zhao,Kennen,Diana,1450,1,17,11,37,17,11,2,0,0,0,1,,,,0.7034,1.1586,0,1,2,1,2,0,0,1,0,0,0,,0,0,1,2,0,1,1,0,1,9,2,1,1,11,1,1,0,53931,2231.6276,,2304.7034,2029.5310,87,3.6000,25,1.0345,42,167,6.9103,49166,32994,1365.2690,,46775,0.243405,,617,149,,,31.6966,17597,18241,299,15965,17297,280,1632,944,19,5,6,5,5,8,5,28214,29406,507,24102,29034,490,4112,372,17,5,6,6,6,10,5
ESPORTSTMNT04_2090267,complete,,LFL,2022,Spring,0,2022-01-13 16:20:22,1,12.01,1,Blue,top,Melonik,oe:player:2925560e555046ad9b0066ff181fe21,GameWard,oe:team:312ee76ca74cbb5cb984d8b71ef4847,Graves,Thresh,Jarvan IV,Gwen,Xerath,Viktor,1632,0,0,3,3,6,16,0,0,0,0,0,0,0,0,0.2206,0.8088,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,13673,502.6838,0.255465,490.0368,389.8529,11,0.4044,6,0.2206,3,27,0.9926,9073,5467,200.9926,0.226328,8475,,218,206,12,,,8.0147,3327,4463,81,3508,4497,69,-181,-34,12,0,0,1,2,0,0,5441,7301,135,5171,7072,117,270,229,18,0,1,1,2,0,0
ESPORTSTMNT04_2090267,complete,,LFL,2022,Spring,0,2022-01-13 16:20:22,1,12.01,2,Blue,jng,Akabane,oe:player:589e5a1530e21f585bc59294429dfb9,GameWard,oe:team:312ee76ca74cbb5cb984d8b71ef4847,Xin Zhao,Thresh,Jarvan IV,Gwen,Xerath,Viktor,1632,0,0,4,3,6,16,0,0,0,0,0,0,0,1,0.2206,0.8088,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,0,0,6418,235.9559,0.119913,963.0147,569.0809,8,0.2941,9,0.3309,9,38,1.3971,7790,4184,153.8235,0.173217,7650,,159,18,141,,,5.8456,2981,2928,60,3575,3740,71,-594,-812,-11,0,0,1,0,3,0,4518,5175,92,5054,5454,97,-536,-279,-5,0,2,1,0,3,0
ESPORTSTMNT04_2090267,complete,,LFL,2022,Spring,0,2022-01-13 16:20:22,1,12.01,3,Blue,mid,Czekolad,oe:player:6606138426fa9bbef349c96b4afbc77,GameWard,oe:team:312ee76ca74cbb5cb984d8b71ef4847,LeBlanc,Thresh,Jarvan IV,Gwen,Xerath,Viktor,1632,0,4,2,1,6,16,1,0,0,0,0,0,0,0,0.2206,0.8088,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,1,18864,693.5294,0.352453,621.1397,273.3824,13,0.4779,3,0.1103,9,32,1.1765,10001,6395,235.1103,0.264744,9725,,207,195,12,,,7.6103,3143,4473,84,3176,4300,68,-33,173,16,0,0,0,1,0,0,5052,7018,131,5289,7217,127,-237,-199,4,1,1,0,1,0,1
ESPORTSTMNT04_2090267,complete,,LFL,2022,Spring,0,2022-01-13 16:20:22,1,12.01,4,Blue,bot,Innaxe,oe:player:e7e423ad06282e35abf80c69486374b,GameWard,oe:team:312ee76ca74cbb5cb984d8b71ef4847,Jhin,Thresh,Jarvan IV,Gwen,Xerath,Viktor,1632,0,0,2,4,6,16,0,0,0,0,0,0,0,0,0.2206,0.8088,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,10863,399.3750,0.202963,310.5147,146.0294,26,0.9559,8,0.2941,5,41,1.5074,9130,5524,203.0882,0.228688,8750,,234,226,8,,,8.6029,3215,3600,88,3404,3565,98,-189,35,-10,0,0,0,0,0,0,4864,5627,136,6371,5838,154,-1507,-211,-18,0,1,0,0,0,0
ESPORTSTMNT04_2090267,complete,,LFL,2022,Spring,0,2022-01-13 16:20:22,1,12.01,5,Blue,sup,Kamilius,oe:player:7aa0aebd379414d25f1fcdc396407f1,GameWard,oe:team:312ee76ca74cbb5cb984d8b71ef4847,Leona,Thresh,Jarvan IV,Gwen,Xerath,Viktor,1632,0,2,5,3,6,16,0,0,0,0,0,0,0,0,0.2206,0.8088,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,3704,136.1765,0.0692052,522.9779,560.8456,36,1.3235,12,0.4412,16,71,2.6103,6191,2585,95.0368,0.107024,5700,,39,39,0,,,1.4338,2047,2164,17,2194,2510,14,-147,-346,3,0,0,1,0,2,0,3465,3859,26,3104,3335,19,361,524,7,1,1,1,0,2,1
ESPORTSTMNT04_2090267,complete,,LFL,2022,Spring,0,2022-01-13 16:20:22,1,12.01,6,Red,top,Ragner,oe:player:c0f78343a2ad4ba1463245d53a3b440,LDLC OL,oe:team:e31c6dcc465e0b94500ef023f42cdc1,Gragas,Caitlyn,Twisted Fate,Corki,Jayce,Camille,1632,1,6,1,7,16,6,1,0,0,0,1,1,0,0,0.5882,0.8088,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,13988,514.2647,0.254628,677.5735,614.2647,12,0.4412,0,0.0000,7,18,0.6618,10796,7190,264.3382,0.204884,9725,,185,179,6,,,6.8015,3508,4497,69,3327,4463,81,181,34,-12,2,0,0,0,0,1,5171,7072,117,5441,7301,135,-270,-229,-18,2,0,0,0,1,1
ESPORTSTMNT04_2090267,complete,,LFL,2022,Spring,0,2022-01-13 16:20:22,1,12.01,7,Red,jng,Yike,oe:player:4203fc46c4c6333e9bfa9d0a8618677,LDLC OL,oe:team:e31c6dcc465e0b94500ef023f42cdc1,Viego,Caitlyn,Twisted Fate,Corki,Jayce,Camille,1632,1,2,2,9,16,6,0,0,0,0,1,0,1,0,0.5882,0.8088,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,0,0,8193,301.2132,0.14914,1146.5809,590.1103,12,0.4412,6,0.2206,18,37,1.3603,9931,6325,232.5368,0.180236,9400,,157,12,145,,,5.7721,3575,3740,71,2981,2928,60,594,812,11,0,3,0,0,0,1,5054,5454,97,4518,5175,92,536,279,5,0,3,0,0,2,1
ESPORTSTMNT04_2090267,complete,,LFL,2022,Spring,0,2022-01-13 16:20:22,1,12.01,8,Red,mid,Eika,oe:player:adfab52b74587bc5acc4201c140451a,LDLC OL,oe:team:e31c6dcc465e0b94500ef023f42cdc1,Vex,Caitlyn,Twisted Fate,Corki,Jayce,Camille,1632,1,4,1,6,16,6,1,0,0,0,0,0,0,0,0.5882,0.8088,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,17294,635.8088,0.314808,492.8309,355.6250,14,0.5147,7,0.2574,5,25,0.9191,11791,8185,300.9191,0.233236,10525,,226,212,14,,,8.3088,3176,4300,68,3143,4473,84,33,-173,-16,1,0,0,0,0,0,5289,7217,127,5052,7018,131,237,199,-4,1,0,1,1,1,0
ESPORTSTMNT04_2090267,complete,,LFL,2022,Spring,0,2022-01-13 16:20:22,1,12.01,9,Red,bot,Exakick,oe:player:421e0bf2299dd900add6d3e99e69c5d,LDLC OL,oe:team:e31c6dcc465e0b94500ef023f42cdc1,Jinx,Caitlyn,Twisted Fate,Corki,Jayce,Camille,1632,1,4,0,5,16,6,2,0,0,0,0,0,0,0,0.5882,0.8088,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,12857,472.6838,0.23404,212.0221,97.0956,13,0.4779,17,0.6250,6,55,2.0221,14020,10414,382.8676,0.29675,12850,,294,258,36,,,10.8088,3404,3565,98,3215,3600,88,189,-35,10,0,0,0,0,0,0,6371,5838,154,4864,5627,136,1507,211,18,0,0,0,0,1,0
ESPORTSTMNT04_2090267,complete,,LFL,2022,Spring,0,2022-01-13 16:20:22,1,12.01,10,Red,sup,Doss,oe:player:f2264caa34a27d8f01634f39f307c85,LDLC OL,oe:team:e31c6dcc465e0b94500ef023f42cdc1,Alistar,Caitlyn,Twisted Fate,Corki,Jayce,Camille,1632,1,0,2,11,16,6,0,0,0,0,1,0,1,0,0.5882,0.8088,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,2603,95.6985,0.0473833,563.9706,488.7500,43,1.5809,12,0.4412,11,73,2.6838,6585,2979,109.5221,0.0848943,5225,,30,30,0,,,1.1029,2194,2510,14,2047,2164,17,147,346,-3,0,2,0,0,0,1,3104,3335,19,3465,3859,26,-361,-524,-7,0,2,1,1,1,1
ESPORTSTMNT04_2090267,complete,,LFL,2022,Spring,0,2022-01-13 16:20:22,1,12.01,100,Blue,team,,,GameWard,oe:team:312ee76ca74cbb5cb984d8b71ef4847,,Thresh,Jarvan IV,Gwen,Xerath,Viktor,1632,0,6,16,14,6,16,1,0,0,0,0,,,,0.2206,0.8088,0,0,4,0,4,0,0,0,0,0,0,,0,0,0,0,2,0,0,1,0,2,8,0,0,3,6,0,1,53522,1967.7206,,2907.6838,1939.1912,94,3.4559,38,1.3971,42,209,7.6838,42185,24157,888.1250,,40300,-0.168702,,684,173,,,31.5074,14713,17628,330,15857,18612,320,-1144,-984,10,0,0,3,3,5,0,23340,28980,520,24989,28916,514,-1649,64,6,2,6,3,3,5,2
ESPORTSTMNT04_2090267,complete,,LFL,2022,Spring,0,2022-01-13 16:20:22,1,12.01,200,Red,team,,,LDLC OL,oe:team:e31c6dcc465e0b94500ef023f42cdc1,,Caitlyn,Twisted Fate,Corki,Jayce,Camille,1632,1,16,6,38,16,6,4,0,0,0,1,,,,0.5882,0.8088,1,4,0,4,0,1,0,1,0,0,2,,0,0,1,2,0,1,1,0,1,8,2,1,1,6,3,1,0,54935,2019.6691,,3092.9779,2145.8456,94,3.4559,42,1.5441,47,208,7.6471,53123,35095,1290.2574,,47725,0.168702,,691,201,,,32.7941,15857,18612,320,14713,17628,330,1144,984,-10,3,5,0,0,0,3,24989,28916,514,23340,28980,520,1649,-64,-6,3,5,2,2,6,3
ESPORTSTMNT01_2701375,complete,,SL,2022,Spring,0,2022-01-13 16:39:58,1,12.01,1,Blue,top,Rubi0o,oe:player:d63c2f58526fc93451ff8b261d35556,UCAM Tokiers,oe:team:4521d75a62eec4d83cf9dfeba436f41,Jayce,Syndra,Diana,Karma,LeBlanc,Vex,2154,0,1,3,3,4,15,0,0,0,0,0,0,0,0,0.1114,0.5292,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,1,15789,439.8050,0.251895,507.6045,354.0669,18,0.5014,5,0.1393,9,41,1.1421,12920,8251,229.8329,0.259873,12875,,297,274,23,,,8.2730,3355,4259,73,3153,4060,84,202,199,-11,1,1,0,0,0,1,5700,6760,123,4905,6122,125,795,638,-2,1,1,0,1,0,1
ESPORTSTMNT01_2701375,complete,,SL,2022,Spring,0,2022-01-13 16:39:58,1,12.01,2,Blue,jng,Boukada,oe:player:b137ce57a15794ffac86eaeff085326,UCAM Tokiers,oe:team:4521d75a62eec4d83cf9dfeba436f41,Trundle,Syndra,Diana,Karma,LeBlanc,Vex,2154,0,0,7,3,4,15,0,0,0,0,0,0,0,1,0.1114,0.5292,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,0,0,3394,94.5404,0.0541472,926.7131,815.0139,12,0.3343,8,0.2228,14,32,0.8914,8578,3909,108.8858,0.123119,8075,,123,19,104,,,3.4262,2661,2904,45,3310,3523,67,-649,-619,-22,0,1,1,0,1,0,4464,4647,65,5334,6258,115,-870,-1611,-50,0,1,2,1,1,0
ESPORTSTMNT01_2701375,complete,,SL,2022,Spring,0,2022-01-13 16:39:58,1,12.01,3,Blue,mid,Xaky,oe:player:afb7dcf3c4fa584007cb4bc62e85886,UCAM Tokiers,oe:team:4521d75a62eec4d83cf9dfeba436f41,Corki,Syndra,Diana,Karma,LeBlanc,Vex,2154,0,1,1,1,4,15,0,0,0,0,0,0,0,0,0.1114,0.5292,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,0,1,23449,653.1755,0.374101,437.6045,248.2173,18,0.5014,7,0.1950,7,38,1.0585,13849,9180,255.7103,0.289133,13100,,344,316,28,,,9.5822,3681,4715,89,3581,4632,84,100,83,5,1,0,0,1,0,1,5634,7547,146,5452,7731,148,182,-184,-2,1,0,0,1,0,1
